synthetic,date,operator_id,task_type,tonnes,distance_m,operator_experience_yrs,terrain,weather,recent_cycle_s,duration_min
1,2026-07-24,OP-102,load_truck,171.923,118.676,2,firm,rain,54.323,26.994
1,2026-07-24,OP-102,load_truck,276.538,41.772,2,firm,rain,55.377,46.656
1,2026-07-24,OP-102,load_truck,360.552,94.095,2,firm,rain,58.022,68.812
1,2026-07-24,OP-102,load_truck,373.657,155.267,2,firm,rain,55.52,63.845
1,2026-07-24,OP-102,load_truck,361.381,10.149,2,firm,rain,55.556,55.924
1,2026-07-25,OP-102,load_truck,199.425,12.37,2,firm,clear,46.58,21.036
1,2026-07-25,OP-102,load_truck,240.285,24.292,2,firm,clear,47.054,27.863
1,2026-07-25,OP-102,load_truck,322.384,52.754,2,firm,clear,43.068,36.226
1,2026-07-25,OP-102,load_truck,46.136,154.153,2,firm,clear,46.425,9.445
1,2026-07-25,OP-102,load_truck,287.127,13.48,2,firm,clear,48.568,37.649
1,2026-07-25,OP-102,load_truck,30.79,44.825,2,firm,clear,44.638,5.405
1,2026-07-25,OP-102,load_truck,114.472,82.667,2,firm,clear,47.495,16.405
1,2026-07-25,OP-102,load_truck,233.004,36.227,2,firm,clear,51.499,34.493
1,2026-07-25,OP-102,load_truck,340.482,28.555,2,firm,clear,48.367,43.57
1,2026-07-25,OP-102,load_truck,234.304,134.907,2,firm,clear,47.114,32.707
1,2026-07-26,OP-102,load_truck,206.607,9.257,2,soft,clear,51.633,29.945
1,2026-07-26,OP-102,load_truck,199.8,145.871,2,soft,clear,52.291,30.571
1,2026-07-26,OP-102,load_truck,208.963,13.849,2,soft,clear,49.319,26.718
1,2026-07-26,OP-102,load_truck,79.566,154.102,2,soft,clear,54.77,13.02
1,2026-07-26,OP-102,load_truck,97.953,92.552,2,soft,clear,55.093,20.284
1,2026-07-26,OP-102,load_truck,166.48,73.399,2,soft,clear,56.955,27.798
1,2026-07-26,OP-102,load_truck,125.69,149.85,2,soft,clear,53.778,26.057
1,2026-07-26,OP-102,load_truck,411.757,138.892,2,soft,clear,52.372,53.966
1,2026-07-26,OP-102,load_truck,96.343,35.765,2,soft,clear,52.459,13.28
1,2026-07-26,OP-102,load_truck,184.713,147.291,2,soft,clear,50.919,34.706
1,2026-07-27,OP-102,grading,269.021,86.802,2,firm,rain,72.742,99.42
1,2026-07-27,OP-102,grading,126.038,9.892,2,firm,rain,72.943,41.662
1,2026-07-27,OP-102,grading,135.98,54.969,2,firm,rain,70.921,45.693
1,2026-07-27,OP-102,grading,38.062,68.27,2,firm,rain,68.633,13.764
1,2026-07-27,OP-102,grading,328.1,151.082,2,firm,rain,67.127,106.05
1,2026-07-27,OP-102,grading,395.722,85.229,2,firm,rain,69.022,114.75
1,2026-07-27,OP-102,grading,134.358,77.219,2,firm,rain,77.461,51.167
1,2026-07-27,OP-102,grading,37.408,98.644,2,firm,rain,71.71,13.889
1,2026-07-27,OP-102,grading,80.198,144.871,2,firm,rain,77.387,28.125
1,2026-07-27,OP-102,grading,290.119,141.144,2,firm,rain,72.611,121.498
1,2026-07-28,OP-102,grading,168.617,76.638,2,firm,clear,64.126,46.265
1,2026-07-28,OP-102,grading,225.705,54.867,2,firm,clear,67.544,75.91
1,2026-07-28,OP-102,grading,298.43,88.934,2,firm,clear,60.001,90.362
1,2026-07-28,OP-102,grading,336.232,147.574,2,firm,clear,58.483,93.157
1,2026-07-28,OP-102,grading,175.915,81.347,2,firm,clear,57.4,46.047
1,2026-07-28,OP-102,grading,32.939,106.547,2,firm,clear,70.279,14.01
1,2026-07-28,OP-102,grading,253.72,46.998,2,firm,clear,64.153,74.511
1,2026-07-28,OP-102,grading,257.87,20.997,2,firm,clear,64.35,62.629
1,2026-07-28,OP-102,grading,203.364,58.686,2,firm,clear,57.029,53.309
1,2026-07-28,OP-102,grading,175.595,46.526,2,firm,clear,56.661,50.578
1,2026-07-29,OP-102,grading,92.964,9.104,2,firm,clear,64.122,27.029
1,2026-07-29,OP-102,grading,141.168,153.744,2,firm,clear,58.914,40.767
1,2026-07-29,OP-102,grading,176.586,139.849,2,firm,clear,64.868,48.807
1,2026-07-29,OP-102,grading,66.766,144.042,2,firm,clear,60.504,18.745
1,2026-07-29,OP-102,grading,66.302,24.218,2,firm,clear,62.942,15.414
1,2026-07-29,OP-102,grading,192.418,39.826,2,firm,clear,62.618,54.369
1,2026-07-29,OP-102,grading,372.567,108.214,2,firm,clear,63.246,112.988
1,2026-07-29,OP-102,grading,149.066,155.696,2,firm,clear,60.609,47.688
1,2026-07-29,OP-102,grading,188.947,65.397,2,firm,clear,61.086,49.875
1,2026-07-29,OP-102,grading,349.846,85.127,2,firm,clear,60.009,104.868
1,2026-07-30,OP-102,grading,344.986,91.008,2,soft,rain,80.865,134.509
1,2026-07-30,OP-102,grading,395.952,99.613,2,soft,rain,77.166,168.837
1,2026-07-30,OP-102,grading,388.843,95.784,2,soft,rain,78.708,146.451
1,2026-07-30,OP-102,grading,304.063,110.573,2,soft,rain,82.987,136.608
1,2026-07-30,OP-102,grading,86.578,36.211,2,soft,rain,75.091,34.764
1,2026-07-30,OP-102,grading,374.628,75.326,2,soft,rain,82.872,147.311
1,2026-07-30,OP-102,grading,347.098,26.061,2,soft,rain,87.344,143.165
1,2026-07-30,OP-102,grading,53.339,118.814,2,soft,rain,75.655,20.129
1,2026-07-30,OP-102,grading,388.912,158.708,2,soft,rain,81.286,173.163
1,2026-07-30,OP-102,grading,331.62,145.836,2,soft,rain,78.538,119.724
1,2026-07-31,OP-102,grading,25.06,49.976,2,firm,clear,59.787,7.25
1,2026-07-31,OP-102,grading,357.04,35.014,2,firm,clear,59.478,97.594
1,2026-07-31,OP-102,grading,350.015,79.909,2,firm,clear,60.843,104.133
1,2026-07-31,OP-102,grading,103.728,134.571,2,firm,clear,60.272,29.648
1,2026-07-31,OP-102,grading,90.278,71.638,2,firm,clear,61.61,28.753
1,2026-07-31,OP-102,grading,30.702,86.767,2,firm,clear,60.137,9.14
1,2026-07-31,OP-102,grading,370.164,151.164,2,firm,clear,60.092,104.825
1,2026-07-31,OP-102,grading,371.67,88.214,2,firm,clear,60.268,105.284
1,2026-07-31,OP-102,grading,409.205,22.433,2,firm,clear,63.252,119.681
1,2026-07-31,OP-102,grading,81.647,50.639,2,firm,clear,62.439,25.743
1,2026-08-01,OP-102,grading,368.897,92.651,2,firm,clear,59.125,104.65
1,2026-08-01,OP-102,grading,41.86,98.568,2,firm,clear,59.314,11.155
1,2026-08-01,OP-102,grading,40.498,20.619,2,firm,clear,61.802,14.799
1,2026-08-01,OP-102,grading,202.314,117.268,2,firm,clear,64.075,51.185
1,2026-08-01,OP-102,grading,76.76,82.251,2,firm,clear,57.489,24.555
1,2026-08-01,OP-102,grading,304.715,137.113,2,firm,clear,67.39,76.59
1,2026-08-01,OP-102,grading,229.287,144.785,2,firm,clear,67.217,66.249
1,2026-08-01,OP-102,grading,324.128,95.99,2,firm,clear,62.509,85.528
1,2026-08-01,OP-102,grading,367.694,108.362,2,firm,clear,70.501,113.169
1,2026-08-01,OP-102,grading,36.053,84.271,2,firm,clear,62.067,12.805
1,2026-08-02,OP-102,stockpile,60.195,134.067,2,firm,heat,39.59,8.84
1,2026-08-02,OP-102,stockpile,240.337,104.624,2,firm,heat,45.806,27.612
1,2026-08-02,OP-102,stockpile,356.282,16.643,2,firm,heat,45.638,33.846
1,2026-08-02,OP-102,stockpile,64.161,154.959,2,firm,heat,44.205,9.652
1,2026-08-02,OP-102,stockpile,178.2,67.123,2,firm,heat,47.614,21.164
1,2026-08-02,OP-102,stockpile,182.693,46.174,2,firm,heat,46.866,22.031
1,2026-08-02,OP-102,stockpile,247.524,31.187,2,firm,heat,43.795,26.206
1,2026-08-02,OP-102,stockpile,216.853,58.354,2,firm,heat,45.067,29.013
1,2026-08-02,OP-102,stockpile,192.008,145.869,2,firm,heat,45.81,25.514
1,2026-08-02,OP-102,stockpile,325.05,78.473,2,firm,heat,45.138,36.413
1,2026-08-03,OP-102,trenching,29.412,30.421,2,soft,clear,64.989,7.771
1,2026-08-03,OP-102,trenching,286.154,126.601,2,soft,clear,68.974,67.933
1,2026-08-03,OP-102,trenching,30.705,59.365,2,soft,clear,61.76,7.94
1,2026-08-03,OP-102,trenching,274.697,50.044,2,soft,clear,59.722,50.178
1,2026-08-03,OP-102,trenching,161.437,47.757,2,soft,clear,64.017,34.873
1,2026-08-03,OP-102,trenching,161.126,33.158,2,soft,clear,62.829,40.705
1,2026-08-03,OP-102,trenching,362.305,138.684,2,soft,clear,60.803,72.471
1,2026-08-03,OP-102,trenching,229.588,102.443,2,soft,clear,64.723,46.788
1,2026-08-03,OP-102,trenching,25.854,107.178,2,soft,clear,63.83,5.939
1,2026-08-03,OP-102,trenching,81.515,135.611,2,soft,clear,60.655,19.144
1,2026-08-04,OP-102,trenching,84.266,6.138,2,soft,rain,73.201,22.306
1,2026-08-04,OP-102,trenching,294.925,148.062,2,soft,rain,69.628,79.459
1,2026-08-04,OP-102,trenching,152.162,91.267,2,soft,rain,71.2,42.78
1,2026-08-04,OP-102,trenching,48.031,128.398,2,soft,rain,69.938,13.335
1,2026-08-04,OP-102,trenching,392.259,27.928,2,soft,rain,73.227,114.778
1,2026-08-04,OP-102,trenching,274.205,22.15,2,soft,rain,69.045,70.169
1,2026-08-04,OP-102,trenching,129.731,94.571,2,soft,rain,65.517,34.979
1,2026-08-04,OP-102,trenching,121.084,14.233,2,soft,rain,80.476,38.011
1,2026-08-04,OP-102,trenching,232.849,129.433,2,soft,rain,74.8,61.786
1,2026-08-04,OP-102,trenching,168.342,120.326,2,soft,rain,71.905,44.478
1,2026-08-05,OP-102,grading,386.55,80.498,2,soft,clear,71.421,136.23
1,2026-08-05,OP-102,grading,89.347,31.808,2,soft,clear,67.567,23.583
1,2026-08-05,OP-102,grading,235.559,98.651,2,soft,clear,70.594,70.495
1,2026-08-05,OP-102,grading,355.249,92.372,2,soft,clear,64.798,94.773
1,2026-08-05,OP-102,grading,352.411,75.497,2,soft,clear,69.089,112.715
1,2026-08-05,OP-102,grading,212.895,0.716,2,soft,clear,65.194,58.341
1,2026-08-05,OP-102,grading,354.08,49.915,2,soft,clear,79.3,123.323
1,2026-08-05,OP-102,grading,92.803,150.966,2,soft,clear,66.892,34.64
1,2026-08-05,OP-102,grading,91.806,121.44,2,soft,clear,69.908,33.894
1,2026-08-05,OP-102,grading,60.208,2.706,2,soft,clear,68.628,18.014
1,2026-08-06,OP-102,stockpile,156.367,2.663,2,firm,clear,42.971,14.671
1,2026-08-06,OP-102,stockpile,36.575,78.363,2,firm,clear,42.043,4.633
1,2026-08-06,OP-102,stockpile,34.569,65.433,2,firm,clear,41.01,6.067
1,2026-08-06,OP-102,stockpile,49.375,76.566,2,firm,clear,43.468,5.415
1,2026-08-06,OP-102,stockpile,54.991,16.21,2,firm,clear,41.356,6.313
1,2026-08-06,OP-102,stockpile,253.291,19.661,2,firm,clear,43.075,24.667
1,2026-08-06,OP-102,stockpile,292.418,66.456,2,firm,clear,40.608,28.862
1,2026-08-06,OP-102,stockpile,105.217,24.322,2,firm,clear,43.556,9.43
1,2026-08-06,OP-102,stockpile,219.746,71.043,2,firm,clear,44.231,22.887
1,2026-08-06,OP-102,stockpile,86.978,52.607,2,firm,clear,44.523,8.975
1,2026-08-07,OP-102,grading,332.123,65.453,2,soft,clear,65.291,89.253
1,2026-08-07,OP-102,grading,185.551,69.942,2,soft,clear,69.393,61.739
1,2026-08-07,OP-102,grading,81.041,142.166,2,soft,clear,67.37,25.301
1,2026-08-07,OP-102,grading,384.076,80.119,2,soft,clear,67.318,122.177
1,2026-08-07,OP-102,grading,380.931,26.82,2,soft,clear,68.615,117.7
1,2026-08-07,OP-102,grading,166.222,128.826,2,soft,clear,69.514,61.424
1,2026-08-07,OP-102,grading,54.793,33.997,2,soft,clear,62.408,16.797
1,2026-08-07,OP-102,grading,225.449,51.277,2,soft,clear,71.187,65.137
1,2026-08-07,OP-102,grading,402.842,116.17,2,soft,clear,70.532,140.66
1,2026-08-07,OP-102,grading,107.015,72.974,2,soft,clear,64.59,28.301
1,2026-08-08,OP-102,grading,379.065,157.853,2,firm,clear,63.557,111.554
1,2026-08-08,OP-102,grading,163.543,146.952,2,firm,clear,60.427,45.554
1,2026-08-08,OP-102,grading,289.321,134.381,2,firm,clear,59.576,88.756
1,2026-08-08,OP-102,grading,359.152,24.358,2,firm,clear,62.228,98.795
1,2026-08-08,OP-102,grading,279.502,60.117,2,firm,clear,61.627,67.735
1,2026-08-08,OP-102,grading,240.879,47.291,2,firm,clear,61.831,64.292
1,2026-08-08,OP-102,grading,409.315,129.765,2,firm,clear,63.483,127.617
1,2026-08-08,OP-102,grading,277.262,92.494,2,firm,clear,63.129,82.728
1,2026-08-08,OP-102,grading,184.244,140.104,2,firm,clear,59.658,52.916
1,2026-08-08,OP-102,grading,209.669,71.563,2,firm,clear,67.518,53.873
1,2026-08-09,OP-102,trenching,158.649,157.418,2,firm,heat,55.719,34.118
1,2026-08-09,OP-102,trenching,127.354,16.762,2,firm,heat,59.8,27.794
1,2026-08-09,OP-102,trenching,189.991,90.132,2,firm,heat,57.979,44.297
1,2026-08-09,OP-102,trenching,343.866,4.066,2,firm,heat,61.108,75.121
1,2026-08-09,OP-102,trenching,190.385,99.209,2,firm,heat,56.401,42.307
1,2026-08-09,OP-102,trenching,407.731,65.375,2,firm,heat,55.436,80.998
1,2026-08-09,OP-102,trenching,202.317,88.88,2,firm,heat,55.479,39.448
1,2026-08-09,OP-102,trenching,299.969,83.675,2,firm,heat,60.395,61.472
1,2026-08-09,OP-102,trenching,215.922,105.505,2,firm,heat,60.356,47.51
1,2026-08-09,OP-102,trenching,403.501,81.546,2,firm,heat,60.176,91.202
1,2026-08-10,OP-102,grading,122.013,105.163,2,rocky,clear,73.992,48.95
1,2026-08-10,OP-102,grading,225.75,142.202,2,rocky,clear,80.478,76.373
1,2026-08-10,OP-102,grading,64.363,49.102,2,rocky,clear,75.714,27.004
1,2026-08-10,OP-102,grading,127.784,43.133,2,rocky,clear,72.3,38.064
1,2026-08-10,OP-102,grading,161.837,110.622,2,rocky,clear,79.004,62.158
1,2026-08-10,OP-102,grading,260.654,55.861,2,rocky,clear,80.127,94.829
1,2026-08-10,OP-102,grading,188.868,38.526,2,rocky,clear,71.965,54.975
1,2026-08-10,OP-102,grading,251.089,146.498,2,rocky,clear,77.081,96.551
1,2026-08-10,OP-102,grading,342.468,110.672,2,rocky,clear,79.203,128.366
1,2026-08-10,OP-102,grading,66.21,20.906,2,rocky,clear,77.725,22.556
1,2026-08-11,OP-102,grading,78.433,83.811,2,soft,rain,81.433,30.676
1,2026-08-11,OP-102,grading,224.039,3.036,2,soft,rain,82.828,88.832
1,2026-08-11,OP-102,grading,323.379,49.186,2,soft,rain,70.731,114.625
1,2026-08-11,OP-102,grading,216.312,147.759,2,soft,rain,90.343,93.043
1,2026-08-11,OP-102,grading,276.517,88.315,2,soft,rain,89.594,122.059
1,2026-08-11,OP-102,grading,110.764,139.646,2,soft,rain,82.16,51.978
1,2026-08-11,OP-102,grading,142.61,135.68,2,soft,rain,81.173,53.858
1,2026-08-11,OP-102,grading,167.292,114.765,2,soft,rain,75.885,62.952
1,2026-08-11,OP-102,grading,332.275,55.03,2,soft,rain,81.418,145.452
1,2026-08-11,OP-102,grading,77.863,149.521,2,soft,rain,75.037,31.243
1,2026-08-12,OP-102,stockpile,221.767,114.406,2,firm,clear,42.876,20.878
1,2026-08-12,OP-102,stockpile,226.543,115.084,2,firm,clear,41.378,24.182
1,2026-08-12,OP-102,stockpile,261.011,78.395,2,firm,clear,41.109,21.289
1,2026-08-12,OP-102,stockpile,195.655,13.759,2,firm,clear,41.631,17.726
1,2026-08-12,OP-102,stockpile,289.891,15.373,2,firm,clear,46.259,36.787
1,2026-08-12,OP-102,stockpile,69.96,35.433,2,firm,clear,40.157,6.26
1,2026-08-12,OP-102,stockpile,363.791,53.595,2,firm,clear,42.787,35.706
1,2026-08-12,OP-102,stockpile,236.411,5.94,2,firm,clear,40.52,20.813
1,2026-08-12,OP-102,stockpile,240.196,80.936,2,firm,clear,42.533,23.471
1,2026-08-12,OP-102,stockpile,151.336,133.141,2,firm,clear,41.892,16.618
1,2026-08-13,OP-102,stockpile,394.795,25.046,2,soft,rain,54.981,64.507
1,2026-08-13,OP-102,stockpile,355.759,108.21,2,soft,rain,58.095,66.59
1,2026-08-13,OP-102,stockpile,230.79,106.957,2,soft,rain,49.823,32.598
1,2026-08-13,OP-102,stockpile,224.595,84.594,2,soft,rain,51.688,31.69
1,2026-08-13,OP-102,stockpile,147.923,98.102,2,soft,rain,54.395,22.67
1,2026-08-13,OP-102,stockpile,389.507,102.645,2,soft,rain,57.372,62.216
1,2026-08-13,OP-102,stockpile,358.021,136.632,2,soft,rain,52.965,53.371
1,2026-08-13,OP-102,stockpile,238.689,17.31,2,soft,rain,51.959,33.445
1,2026-08-13,OP-102,stockpile,56.295,46.955,2,soft,rain,54.52,8.354
1,2026-08-13,OP-102,stockpile,62.967,156.568,2,soft,rain,55.223,11.414
1,2026-08-14,OP-102,stockpile,41.159,52.804,2,firm,clear,43.376,5.052
1,2026-08-14,OP-102,stockpile,219.686,92.027,2,firm,clear,39.32,18.39
1,2026-08-14,OP-102,stockpile,162.681,65.85,2,firm,clear,41.152,18.194
1,2026-08-14,OP-102,stockpile,101.275,131.762,2,firm,clear,41.819,12.634
1,2026-08-14,OP-102,stockpile,180.467,3.67,2,firm,clear,40.633,15.995
1,2026-08-14,OP-102,stockpile,136.388,17.794,2,firm,clear,38.577,12.802
1,2026-08-14,OP-102,stockpile,113.894,135.442,2,firm,clear,41.087,12.485
1,2026-08-14,OP-102,stockpile,50.566,44.588,2,firm,clear,39.816,5.014
1,2026-08-14,OP-102,stockpile,263.603,64.556,2,firm,clear,39.601,23.07
1,2026-08-14,OP-102,stockpile,255.436,157.054,2,firm,clear,38.308,27.988
1,2026-07-01,OP-103,load_truck,281.573,106.941,8,rocky,clear,52.374,38.15
1,2026-07-01,OP-103,load_truck,253.534,115.346,8,rocky,clear,48.799,38.907
1,2026-07-01,OP-103,load_truck,230.57,38.721,8,rocky,clear,49.575,32.987
1,2026-07-01,OP-103,load_truck,343.445,65.077,8,rocky,clear,47.339,46.656
1,2026-07-01,OP-103,load_truck,149.519,75.166,8,rocky,clear,46.364,19.975
1,2026-07-01,OP-103,load_truck,303.745,102.899,8,rocky,clear,47.61,37.323
1,2026-07-01,OP-103,load_truck,211.985,95.531,8,rocky,clear,46.466,26.999
1,2026-07-01,OP-103,load_truck,199.403,1.257,8,rocky,clear,49.465,26.278
1,2026-07-01,OP-103,load_truck,75.671,19.897,8,rocky,clear,49.438,11.03
1,2026-07-01,OP-103,load_truck,165.479,84.685,8,rocky,clear,44.787,23.996
1,2026-07-02,OP-103,grading,210.752,5.831,8,soft,heat,58.762,56.734
1,2026-07-02,OP-103,grading,38.515,116.799,8,soft,heat,56.319,13.217
1,2026-07-02,OP-103,grading,208.774,130.191,8,soft,heat,64.641,71.052
1,2026-07-02,OP-103,grading,166.909,143.279,8,soft,heat,60.347,50.124
1,2026-07-02,OP-103,grading,202.451,151.512,8,soft,heat,60.638,60.189
1,2026-07-02,OP-103,grading,402.244,25.9,8,soft,heat,57.199,88.716
1,2026-07-02,OP-103,grading,66.513,31.798,8,soft,heat,59.25,20.776
1,2026-07-02,OP-103,grading,258.271,89.125,8,soft,heat,61.351,70.414
1,2026-07-02,OP-103,grading,302.487,141.265,8,soft,heat,63.284,103.958
1,2026-07-02,OP-103,grading,58.051,13.367,8,soft,heat,62.138,18.691
1,2026-07-03,OP-103,load_truck,184.183,74.062,8,rocky,rain,58.047,39.477
1,2026-07-03,OP-103,load_truck,354.181,84.643,8,rocky,rain,58.152,69.578
1,2026-07-03,OP-103,load_truck,413.332,49.166,8,rocky,rain,52.39,66.123
1,2026-07-03,OP-103,load_truck,314.573,34.299,8,rocky,rain,59.121,53.678
1,2026-07-03,OP-103,load_truck,102.36,37.231,8,rocky,rain,52.959,16.053
1,2026-07-03,OP-103,load_truck,409.66,143.612,8,rocky,rain,54.774,66.522
1,2026-07-03,OP-103,load_truck,234.837,5.029,8,rocky,rain,51.948,37.18
1,2026-07-03,OP-103,load_truck,121.39,78.052,8,rocky,rain,53.942,19.249
1,2026-07-03,OP-103,load_truck,107.966,130.212,8,rocky,rain,57.208,22.584
1,2026-07-03,OP-103,load_truck,211.505,20.841,8,rocky,rain,54.024,32.894
1,2026-07-04,OP-103,trenching,175.482,3.168,8,soft,clear,53.356,31.106
1,2026-07-04,OP-103,trenching,119.973,14.207,8,soft,clear,54.11,23.295
1,2026-07-04,OP-103,trenching,79.578,61.045,8,soft,clear,55.428,17.135
1,2026-07-04,OP-103,trenching,290.439,24.353,8,soft,clear,54.038,45.33
1,2026-07-04,OP-103,trenching,388.574,55.091,8,soft,clear,50.59,60.798
1,2026-07-04,OP-103,trenching,297.677,127.586,8,soft,clear,56.054,64.704
1,2026-07-04,OP-103,trenching,124.506,117.018,8,soft,clear,47.519,24.581
1,2026-07-04,OP-103,trenching,134.752,112.937,8,soft,clear,50.463,25.637
1,2026-07-04,OP-103,trenching,143.307,69.905,8,soft,clear,52.627,25.354
1,2026-07-04,OP-103,trenching,91.153,101.911,8,soft,clear,50.39,13.15
1,2026-07-05,OP-103,stockpile,249.096,13.304,8,soft,heat,37.625,20.022
1,2026-07-05,OP-103,stockpile,356.22,105.389,8,soft,heat,40.23,40.532
1,2026-07-05,OP-103,stockpile,161.088,53.132,8,soft,heat,42.173,17.605
1,2026-07-05,OP-103,stockpile,47.671,123.078,8,soft,heat,38.544,5.283
1,2026-07-05,OP-103,stockpile,70.145,141.259,8,soft,heat,43.886,12.079
1,2026-07-05,OP-103,stockpile,44.51,9.521,8,soft,heat,45.187,3.848
1,2026-07-05,OP-103,stockpile,209.12,117.195,8,soft,heat,40.846,23.585
1,2026-07-05,OP-103,stockpile,108.128,138.31,8,soft,heat,38.365,12.929
1,2026-07-05,OP-103,stockpile,378.691,126.333,8,soft,heat,38.932,46.629
1,2026-07-05,OP-103,stockpile,98.231,51.7,8,soft,heat,37.469,11.483
1,2026-07-06,OP-103,grading,348.918,152.696,8,firm,clear,48.967,75.666
1,2026-07-06,OP-103,grading,92.372,108.574,8,firm,clear,54.635,26.263
1,2026-07-06,OP-103,grading,220.461,67.246,8,firm,clear,50.858,55.167
1,2026-07-06,OP-103,grading,217.287,66.184,8,firm,clear,51.56,47.612
1,2026-07-06,OP-103,grading,317.392,71.976,8,firm,clear,53.606,79.338
1,2026-07-06,OP-103,grading,72.065,24.593,8,firm,clear,49.819,13.824
1,2026-07-06,OP-103,grading,220.47,27.335,8,firm,clear,53.791,46.621
1,2026-07-06,OP-103,grading,85.443,63.646,8,firm,clear,47.05,18.169
1,2026-07-06,OP-103,grading,237.998,15.9,8,firm,clear,49.356,49.318
1,2026-07-06,OP-103,grading,114.527,97.314,8,firm,clear,51.985,25.306
1,2026-07-07,OP-103,stockpile,211.501,79.126,8,firm,rain,38.896,20.218
1,2026-07-07,OP-103,stockpile,85.053,45.232,8,firm,rain,41.767,7.59
1,2026-07-07,OP-103,stockpile,239.885,76.381,8,firm,rain,38.951,25.548
1,2026-07-07,OP-103,stockpile,259.87,101.298,8,firm,rain,42.512,25.293
1,2026-07-07,OP-103,stockpile,34.818,93.688,8,firm,rain,38.941,3.796
1,2026-07-07,OP-103,stockpile,312.108,75.075,8,firm,rain,39.574,32.582
1,2026-07-07,OP-103,stockpile,332.934,115.461,8,firm,rain,36.991,34.04
1,2026-07-07,OP-103,stockpile,112.092,109.744,8,firm,rain,40.38,12.437
1,2026-07-07,OP-103,stockpile,24.339,32.518,8,firm,rain,37.757,2.458
1,2026-07-07,OP-103,stockpile,44.824,66.242,8,firm,rain,36.494,5.598
1,2026-07-08,OP-103,grading,32.974,1.18,8,soft,clear,55.123,6.351
1,2026-07-08,OP-103,grading,82.661,151.707,8,soft,clear,58.062,21.594
1,2026-07-08,OP-103,grading,102.942,27.212,8,soft,clear,57.347,24.103
1,2026-07-08,OP-103,grading,345.643,129.92,8,soft,clear,56.596,77.648
1,2026-07-08,OP-103,grading,150.968,40.318,8,soft,clear,54.782,34.602
1,2026-07-08,OP-103,grading,154.986,110.634,8,soft,clear,57.602,41.268
1,2026-07-08,OP-103,grading,355.89,102.211,8,soft,clear,58.219,90.015
1,2026-07-08,OP-103,grading,296.456,157.221,8,soft,clear,58.75,74.016
1,2026-07-08,OP-103,grading,417.195,103.484,8,soft,clear,56.477,112.052
1,2026-07-08,OP-103,grading,188.745,54.21,8,soft,clear,57.603,49.366
1,2026-07-09,OP-103,trenching,23.809,117.386,8,rocky,clear,58.785,8.694
1,2026-07-09,OP-103,trenching,48.512,80.942,8,rocky,clear,54.013,10.056
1,2026-07-09,OP-103,trenching,341.456,123.439,8,rocky,clear,58.674,76.939
1,2026-07-09,OP-103,trenching,360.532,93.55,8,rocky,clear,57.346,70.469
1,2026-07-09,OP-103,trenching,242.239,135.442,8,rocky,clear,57.416,45.635
1,2026-07-09,OP-103,trenching,63.46,124.647,8,rocky,clear,55.504,12.894
1,2026-07-09,OP-103,trenching,204.314,88.756,8,rocky,clear,62.87,50.945
1,2026-07-09,OP-103,trenching,399.934,95.999,8,rocky,clear,59.248,81.736
1,2026-07-09,OP-103,trenching,286.679,71.506,8,rocky,clear,58.97,63.864
1,2026-07-09,OP-103,trenching,381.403,133.697,8,rocky,clear,56.606,71.54
1,2026-07-10,OP-103,stockpile,257.764,34.149,8,rocky,rain,52.551,38.934
1,2026-07-10,OP-103,stockpile,385.946,26.344,8,rocky,rain,45.072,44.22
1,2026-07-10,OP-103,stockpile,211.075,107.251,8,rocky,rain,49.367,30.744
1,2026-07-10,OP-103,stockpile,195.154,157.401,8,rocky,rain,50.111,27.95
1,2026-07-10,OP-103,stockpile,355.148,10.461,8,rocky,rain,45.479,45.305
1,2026-07-10,OP-103,stockpile,212.036,92.1,8,rocky,rain,47.168,26.9
1,2026-07-10,OP-103,stockpile,209.445,80.614,8,rocky,rain,53.661,28.977
1,2026-07-10,OP-103,stockpile,315.615,150.236,8,rocky,rain,44.742,45.111
1,2026-07-10,OP-103,stockpile,304.682,116.486,8,rocky,rain,47.957,39.908
1,2026-07-10,OP-103,stockpile,270.567,20.19,8,rocky,rain,53.939,36.489
1,2026-07-11,OP-103,stockpile,52.104,142.604,8,firm,clear,35.152,5.902
1,2026-07-11,OP-103,stockpile,127.358,136.711,8,firm,clear,37.617,14.611
1,2026-07-11,OP-103,stockpile,383.437,126.075,8,firm,clear,35.809,30.539
1,2026-07-11,OP-103,stockpile,20.79,125.786,8,firm,clear,34.146,3.833
1,2026-07-11,OP-103,stockpile,216.075,144.578,8,firm,clear,33.842,19.617
1,2026-07-11,OP-103,stockpile,220.331,18.787,8,firm,clear,33.345,18.396
1,2026-07-11,OP-103,stockpile,364.932,77.566,8,firm,clear,36.734,30.206
1,2026-07-11,OP-103,stockpile,176.902,24.768,8,firm,clear,33.933,12.014
1,2026-07-11,OP-103,stockpile,264.732,137.518,8,firm,clear,33.259,22.011
1,2026-07-11,OP-103,stockpile,188.212,8.689,8,firm,clear,35.04,15.758
1,2026-07-12,OP-103,stockpile,251.326,124.456,8,soft,heat,40.117,26.245
1,2026-07-12,OP-103,stockpile,391.771,124.672,8,soft,heat,38.357,35.75
1,2026-07-12,OP-103,stockpile,311.842,120.35,8,soft,heat,42.0,31.581
1,2026-07-12,OP-103,stockpile,26.794,82.284,8,soft,heat,38.645,5.355
1,2026-07-12,OP-103,stockpile,89.803,38.133,8,soft,heat,41.935,10.091
