synthetic,date,machine_id,operator_id,weather,task_type,terrain,state,rpm,fuel_rate_lph,hyd_temp,speed_kmh,idle_min,payload_t,cycle_s
1,2026-07-26,CAT320-042,OP-102,clear,load_truck,soft,idle,852.039,4.224,57.261,0.0,4.321,6.717,55.554
1,2026-07-27,CAT320-042,OP-102,rain,grading,firm,working,1346.784,17.153,63.377,0.0,0.0,3.745,67.051
1,2026-07-27,CAT320-042,OP-102,rain,grading,firm,working,1550.254,20.953,64.151,0.0,0.0,4.218,72.008
1,2026-07-27,CAT320-042,OP-102,rain,grading,firm,working,1527.886,19.186,63.342,0.0,0.0,4.193,77.147
1,2026-07-27,CAT320-042,OP-102,rain,grading,firm,working,1555.38,19.854,63.254,0.0,0.0,4.801,64.956
1,2026-07-27,CAT320-042,OP-102,rain,grading,firm,working,1452.761,18.433,60.225,0.0,0.0,4.122,66.064
1,2026-07-27,CAT320-042,OP-102,rain,grading,firm,working,1521.926,20.084,63.962,0.0,0.0,4.54,70.863
1,2026-07-27,CAT320-042,OP-102,rain,grading,firm,working,1372.465,18.128,62.114,0.0,0.0,3.732,69.721
1,2026-07-27,CAT320-042,OP-102,rain,grading,firm,working,1410.42,17.061,60.622,0.0,0.0,3.575,70.281
1,2026-07-27,CAT320-042,OP-102,rain,grading,firm,working,1443.196,19.548,64.136,0.0,0.0,4.347,77.245
1,2026-07-27,CAT320-042,OP-102,rain,grading,firm,working,1538.442,19.655,59.358,0.0,0.0,4.236,75.731
1,2026-07-27,CAT320-042,OP-102,rain,grading,firm,working,1470.449,19.49,60.643,0.0,0.0,4.249,68.739
1,2026-07-27,CAT320-042,OP-102,rain,grading,firm,working,1648.557,21.192,58.093,0.0,0.0,4.094,69.766
1,2026-07-27,CAT320-042,OP-102,rain,grading,firm,working,1449.544,20.092,61.461,0.0,0.0,4.438,66.398
1,2026-07-27,CAT320-042,OP-102,rain,grading,firm,working,1456.791,19.355,61.527,0.0,0.0,4.242,72.327
1,2026-07-27,CAT320-042,OP-102,rain,grading,firm,working,1512.562,19.996,58.288,0.0,0.0,4.12,69.523
1,2026-07-27,CAT320-042,OP-102,rain,grading,firm,working,1478.989,19.707,60.085,0.0,0.0,4.844,68.053
1,2026-07-27,CAT320-042,OP-102,rain,grading,firm,working,1540.545,20.156,60.283,0.0,0.0,4.21,75.433
1,2026-07-27,CAT320-042,OP-102,rain,grading,firm,working,1454.062,18.053,60.551,0.0,0.0,4.395,76.289
1,2026-07-27,CAT320-042,OP-102,rain,grading,firm,working,1534.438,20.03,62.001,0.0,0.0,4.592,74.872
1,2026-07-27,CAT320-042,OP-102,rain,grading,firm,working,1509.893,17.656,60.765,0.0,0.0,3.481,71.785
1,2026-07-27,CAT320-042,OP-102,rain,grading,firm,working,1587.199,19.984,60.081,0.0,0.0,3.993,77.633
1,2026-07-27,CAT320-042,OP-102,rain,grading,firm,working,1490.515,17.05,60.851,0.0,0.0,4.458,70.038
1,2026-07-27,CAT320-042,OP-102,rain,grading,firm,working,1586.83,19.108,62.354,0.0,0.0,4.076,77.618
1,2026-07-27,CAT320-042,OP-102,rain,grading,firm,working,1457.119,17.099,64.124,0.0,0.0,4.295,67.253
1,2026-07-27,CAT320-042,OP-102,rain,grading,firm,working,1412.326,16.21,59.626,0.0,0.0,4.577,71.795
1,2026-07-27,CAT320-042,OP-102,rain,grading,firm,working,1395.568,18.145,60.997,2.868,0.0,3.981,70.921
1,2026-07-27,CAT320-042,OP-102,rain,grading,firm,working,1543.416,18.346,64.424,0.0,0.0,4.219,73.421
1,2026-07-27,CAT320-042,OP-102,rain,grading,firm,working,1412.744,17.791,63.256,0.0,0.0,4.912,65.551
1,2026-07-27,CAT320-042,OP-102,rain,grading,firm,working,1501.476,18.939,62.299,0.0,0.0,4.074,66.731
1,2026-07-27,CAT320-042,OP-102,rain,grading,firm,working,1495.259,19.081,63.039,0.0,0.0,4.151,71.861
1,2026-07-27,CAT320-042,OP-102,rain,grading,firm,working,1536.283,19.151,64.811,0.0,0.0,4.156,72.688
1,2026-07-27,CAT320-042,OP-102,rain,grading,firm,working,1595.685,19.232,60.52,0.0,0.0,4.116,81.381
1,2026-07-27,CAT320-042,OP-102,rain,grading,firm,working,1485.989,18.685,61.764,0.0,0.0,4.573,56.809
1,2026-07-27,CAT320-042,OP-102,rain,grading,firm,working,1540.508,19.842,61.155,0.0,0.0,4.132,64.345
1,2026-07-27,CAT320-042,OP-102,rain,grading,firm,working,1509.557,18.03,61.929,2.977,0.0,4.189,73.581
1,2026-07-27,CAT320-042,OP-102,rain,grading,firm,working,1353.099,19.12,59.989,0.0,0.0,3.987,72.469
1,2026-07-27,CAT320-042,OP-102,rain,grading,firm,working,1448.764,19.054,62.377,0.0,0.0,3.962,63.371
1,2026-07-27,CAT320-042,OP-102,rain,grading,firm,working,1454.334,17.975,62.966,0.0,0.0,4.719,75.921
1,2026-07-27,CAT320-042,OP-102,rain,grading,firm,working,1506.208,19.034,61.727,0.0,0.0,4.182,69.33
1,2026-07-27,CAT320-042,OP-102,rain,grading,firm,working,1526.159,18.326,60.117,0.0,0.0,3.826,71.623
1,2026-07-27,CAT320-042,OP-102,rain,grading,firm,working,1455.908,16.758,59.332,0.0,0.0,3.963,73.034
1,2026-07-27,CAT320-042,OP-102,rain,grading,firm,working,1406.899,18.338,61.689,0.0,0.0,4.486,80.361
1,2026-07-27,CAT320-042,OP-102,rain,grading,firm,idle,852.972,4.086,53.573,0.0,4.283,4.486,80.361
1,2026-07-27,CAT320-042,OP-102,rain,grading,firm,idle,832.973,3.573,57.153,0.0,4.346,4.486,80.361
1,2026-07-27,CAT320-042,OP-102,rain,grading,firm,idle,790.387,4.431,49.66,0.0,6.066,4.486,80.361
1,2026-07-27,CAT320-042,OP-102,rain,grading,firm,idle,830.633,4.741,52.703,0.0,3.627,4.486,80.361
1,2026-07-27,CAT320-042,OP-102,rain,grading,firm,idle,819.28,4.248,53.555,0.0,3.398,4.486,80.361
1,2026-07-27,CAT320-042,OP-102,rain,grading,firm,idle,867.98,3.887,51.827,0.0,4.227,4.486,80.361
1,2026-07-27,CAT320-042,OP-102,rain,grading,firm,idle,860.283,4.455,54.99,0.0,4.821,4.486,80.361
1,2026-07-27,CAT320-042,OP-102,rain,grading,firm,idle,818.287,5.217,56.281,0.0,3.534,4.486,80.361
1,2026-07-27,CAT320-042,OP-102,rain,grading,firm,idle,773.215,4.066,53.941,0.0,8.04,4.486,80.361
1,2026-07-27,CAT320-042,OP-102,rain,grading,firm,idle,812.189,4.188,54.086,0.0,10.222,4.486,80.361
1,2026-07-27,CAT320-042,OP-102,rain,grading,firm,idle,855.238,3.545,53.896,0.0,2.045,4.486,80.361
1,2026-07-27,CAT320-042,OP-102,rain,grading,firm,idle,802.722,4.047,54.022,0.0,3.191,4.486,80.361
1,2026-07-27,CAT320-042,OP-102,rain,grading,firm,idle,784.607,4.099,56.134,0.0,9.225,4.486,80.361
1,2026-07-27,CAT320-042,OP-102,rain,grading,firm,idle,804.968,4.891,56.607,0.0,4.797,4.486,80.361
1,2026-07-27,CAT320-042,OP-102,rain,grading,firm,idle,828.501,3.892,55.958,0.0,4.131,4.486,80.361
1,2026-07-28,CAT320-042,OP-102,clear,grading,firm,working,1443.578,17.698,61.435,0.0,0.0,4.32,60.271
1,2026-07-28,CAT320-042,OP-102,clear,grading,firm,working,1406.183,18.872,63.267,0.0,0.0,3.488,61.424
1,2026-07-28,CAT320-042,OP-102,clear,grading,firm,working,1524.282,19.088,61.928,0.0,0.0,3.946,61.413
1,2026-07-28,CAT320-042,OP-102,clear,grading,firm,working,1395.446,16.125,61.409,3.752,0.0,4.616,52.913
1,2026-07-28,CAT320-042,OP-102,clear,grading,firm,working,1520.914,17.638,61.92,3.466,0.0,4.291,61.633
1,2026-07-28,CAT320-042,OP-102,clear,grading,firm,working,1533.288,17.086,61.262,0.0,0.0,4.111,58.502
1,2026-07-28,CAT320-042,OP-102,clear,grading,firm,working,1473.677,17.551,59.96,2.737,0.0,4.387,61.357
1,2026-07-28,CAT320-042,OP-102,clear,grading,firm,working,1435.273,16.361,63.553,0.0,0.0,3.975,61.932
1,2026-07-28,CAT320-042,OP-102,clear,grading,firm,working,1549.187,18.641,60.941,0.0,0.0,4.399,57.357
1,2026-07-28,CAT320-042,OP-102,clear,grading,firm,working,1462.483,20.391,59.748,0.0,0.0,4.063,60.666
1,2026-07-28,CAT320-042,OP-102,clear,grading,firm,working,1489.869,18.628,63.344,0.0,0.0,4.834,69.099
1,2026-07-28,CAT320-042,OP-102,clear,grading,firm,working,1482.286,17.798,63.955,0.0,0.0,4.373,59.328
1,2026-07-28,CAT320-042,OP-102,clear,grading,firm,working,1473.306,17.633,65.065,0.0,0.0,4.321,57.68
1,2026-07-28,CAT320-042,OP-102,clear,grading,firm,working,1495.894,18.584,63.983,0.0,0.0,4.019,59.956
1,2026-07-28,CAT320-042,OP-102,clear,grading,firm,working,1454.408,19.238,61.8,0.0,0.0,4.559,62.736
1,2026-07-28,CAT320-042,OP-102,clear,grading,firm,working,1453.766,21.165,62.653,0.0,0.0,4.618,71.988
1,2026-07-28,CAT320-042,OP-102,clear,grading,firm,working,1565.479,20.542,63.474,0.0,0.0,4.404,53.94
1,2026-07-28,CAT320-042,OP-102,clear,grading,firm,working,1525.626,18.941,63.169,3.355,0.0,4.132,66.359
1,2026-07-28,CAT320-042,OP-102,clear,grading,firm,working,1476.679,18.105,60.522,0.0,0.0,3.941,57.428
1,2026-07-28,CAT320-042,OP-102,clear,grading,firm,working,1468.502,18.314,65.198,0.0,0.0,4.855,60.606
1,2026-07-28,CAT320-042,OP-102,clear,grading,firm,working,1464.639,18.941,60.276,0.0,0.0,4.404,63.309
1,2026-07-28,CAT320-042,OP-102,clear,grading,firm,working,1386.544,18.161,64.974,0.0,0.0,3.984,61.413
1,2026-07-28,CAT320-042,OP-102,clear,grading,firm,working,1530.476,17.968,63.786,0.0,0.0,3.756,66.735
1,2026-07-28,CAT320-042,OP-102,clear,grading,firm,working,1500.452,18.032,60.253,0.0,0.0,4.126,59.821
1,2026-07-28,CAT320-042,OP-102,clear,grading,firm,working,1398.168,18.728,62.872,0.0,0.0,4.084,61.75
1,2026-07-28,CAT320-042,OP-102,clear,grading,firm,working,1551.921,17.267,60.274,0.0,0.0,4.44,57.86
1,2026-07-28,CAT320-042,OP-102,clear,grading,firm,working,1448.942,16.369,59.68,0.0,0.0,4.493,68.223
1,2026-07-28,CAT320-042,OP-102,clear,grading,firm,working,1494.11,16.742,66.432,0.0,0.0,4.423,63.997
1,2026-07-28,CAT320-042,OP-102,clear,grading,firm,working,1497.369,18.704,61.336,3.492,0.0,3.67,72.139
1,2026-07-28,CAT320-042,OP-102,clear,grading,firm,working,1432.784,18.101,63.201,3.695,0.0,3.978,66.831
1,2026-07-28,CAT320-042,OP-102,clear,grading,firm,working,1459.871,17.72,64.134,0.0,0.0,4.058,66.52
1,2026-07-28,CAT320-042,OP-102,clear,grading,firm,working,1548.979,19.072,62.424,0.0,0.0,4.115,63.744
1,2026-07-28,CAT320-042,OP-102,clear,grading,firm,working,1484.762,19.575,63.854,0.0,0.0,4.113,61.625
1,2026-07-28,CAT320-042,OP-102,clear,grading,firm,working,1505.478,19.423,62.901,2.993,0.0,4.563,65.638
1,2026-07-28,CAT320-042,OP-102,clear,grading,firm,working,1426.944,18.369,62.748,2.99,0.0,4.183,66.758
1,2026-07-28,CAT320-042,OP-102,clear,grading,firm,working,1554.827,20.158,61.404,3.021,0.0,3.692,59.603
1,2026-07-28,CAT320-042,OP-102,clear,grading,firm,working,1489.618,18.928,60.106,0.0,0.0,4.016,59.484
1,2026-07-28,CAT320-042,OP-102,clear,grading,firm,working,1518.323,21.158,62.221,2.507,0.0,3.949,61.492
1,2026-07-28,CAT320-042,OP-102,clear,grading,firm,working,1418.449,15.956,62.104,0.0,0.0,3.849,58.23
1,2026-07-28,CAT320-042,OP-102,clear,grading,firm,working,1475.321,16.093,66.034,2.872,0.0,4.282,68.13
1,2026-07-28,CAT320-042,OP-102,clear,grading,firm,working,1432.646,16.407,60.894,0.0,0.0,4.623,57.936
1,2026-07-28,CAT320-042,OP-102,clear,grading,firm,working,1531.155,20.411,63.301,0.0,0.0,3.906,63.035
1,2026-07-28,CAT320-042,OP-102,clear,grading,firm,idle,858.74,4.654,58.062,0.0,6.694,3.906,63.035
1,2026-07-28,CAT320-042,OP-102,clear,grading,firm,idle,820.114,4.313,60.652,0.0,8.81,3.906,63.035
1,2026-07-28,CAT320-042,OP-102,clear,grading,firm,idle,795.352,3.767,55.946,0.0,5.287,3.906,63.035
1,2026-07-28,CAT320-042,OP-102,clear,grading,firm,idle,791.465,3.791,56.634,0.0,2.823,3.906,63.035
1,2026-07-28,CAT320-042,OP-102,clear,grading,firm,idle,816.508,4.198,58.625,0.0,3.374,3.906,63.035
1,2026-07-28,CAT320-042,OP-102,clear,grading,firm,idle,868.166,4.112,54.193,0.0,7.975,3.906,63.035
1,2026-07-28,CAT320-042,OP-102,clear,grading,firm,idle,832.697,4.047,58.697,0.0,7.269,3.906,63.035
1,2026-07-28,CAT320-042,OP-102,clear,grading,firm,idle,831.889,4.056,57.457,0.0,11.142,3.906,63.035
1,2026-07-28,CAT320-042,OP-102,clear,grading,firm,idle,881.257,3.774,54.952,0.0,3.992,3.906,63.035
1,2026-07-28,CAT320-042,OP-102,clear,grading,firm,idle,814.678,3.768,58.952,0.0,7.966,3.906,63.035
1,2026-07-29,CAT320-042,OP-102,clear,grading,firm,working,1304.569,15.54,60.881,0.0,0.0,3.782,63.804
1,2026-07-29,CAT320-042,OP-102,clear,grading,firm,working,1514.538,18.124,64.069,0.0,0.0,4.514,65.671
1,2026-07-29,CAT320-042,OP-102,clear,grading,firm,working,1476.465,18.092,64.049,0.0,0.0,4.195,63.958
1,2026-07-29,CAT320-042,OP-102,clear,grading,firm,working,1353.62,17.779,62.847,0.0,0.0,4.5,58.372
1,2026-07-29,CAT320-042,OP-102,clear,grading,firm,working,1473.063,19.845,66.685,0.0,0.0,4.076,61.842
1,2026-07-29,CAT320-042,OP-102,clear,grading,firm,working,1545.577,20.049,60.135,0.0,0.0,4.471,59.695
1,2026-07-29,CAT320-042,OP-102,clear,grading,firm,working,1463.511,18.145,63.847,0.0,0.0,4.341,62.797
1,2026-07-29,CAT320-042,OP-102,clear,grading,firm,working,1584.966,20.525,64.952,0.0,0.0,4.195,61.041
1,2026-07-29,CAT320-042,OP-102,clear,grading,firm,working,1429.034,16.593,64.815,0.0,0.0,4.158,61.428
1,2026-07-29,CAT320-042,OP-102,clear,grading,firm,working,1510.109,17.315,63.903,3.151,0.0,3.913,57.497
1,2026-07-29,CAT320-042,OP-102,clear,grading,firm,working,1509.305,20.026,63.663,0.0,0.0,4.26,64.796
1,2026-07-29,CAT320-042,OP-102,clear,grading,firm,working,1502.305,18.433,66.911,0.0,0.0,3.374,63.425
1,2026-07-29,CAT320-042,OP-102,clear,grading,firm,working,1455.436,18.89,66.866,0.0,0.0,3.676,61.636
1,2026-07-29,CAT320-042,OP-102,clear,grading,firm,working,1428.267,18.453,62.269,0.0,0.0,4.048,61.276
1,2026-07-29,CAT320-042,OP-102,clear,grading,firm,working,1407.677,18.564,64.771,3.272,0.0,3.871,63.19
1,2026-07-29,CAT320-042,OP-102,clear,grading,firm,working,1464.48,18.952,58.467,0.0,0.0,4.198,61.909
1,2026-07-29,CAT320-042,OP-102,clear,grading,firm,working,1431.229,19.288,62.123,0.0,0.0,3.958,62.689
1,2026-07-29,CAT320-042,OP-102,clear,grading,firm,working,1407.748,16.81,61.782,0.0,0.0,4.938,65.587
1,2026-07-29,CAT320-042,OP-102,clear,grading,firm,working,1424.026,16.603,58.235,3.178,0.0,4.071,59.817
1,2026-07-29,CAT320-042,OP-102,clear,grading,firm,working,1513.901,18.168,68.834,0.0,0.0,4.383,64.554
1,2026-07-29,CAT320-042,OP-102,clear,grading,firm,working,1604.199,20.134,61.013,0.0,0.0,4.088,57.555
1,2026-07-29,CAT320-042,OP-102,clear,grading,firm,working,1500.797,19.615,61.471,0.0,0.0,3.845,63.865
1,2026-07-29,CAT320-042,OP-102,clear,grading,firm,working,1500.936,17.92,64.572,0.0,0.0,4.137,65.452
1,2026-07-29,CAT320-042,OP-102,clear,grading,firm,working,1514.69,17.618,65.543,0.0,0.0,4.288,59.476
1,2026-07-29,CAT320-042,OP-102,clear,grading,firm,working,1502.673,19.679,64.19,0.0,0.0,4.177,59.045
1,2026-07-29,CAT320-042,OP-102,clear,grading,firm,working,1450.751,17.311,60.862,0.0,0.0,4.204,67.02
1,2026-07-29,CAT320-042,OP-102,clear,grading,firm,working,1496.279,20.461,63.797,0.0,0.0,4.013,63.847
1,2026-07-29,CAT320-042,OP-102,clear,grading,firm,working,1499.349,19.926,65.282,0.0,0.0,4.549,62.414
1,2026-07-29,CAT320-042,OP-102,clear,grading,firm,working,1411.914,17.063,61.392,0.0,0.0,4.151,62.617
1,2026-07-29,CAT320-042,OP-102,clear,grading,firm,working,1438.917,17.728,63.061,0.0,0.0,3.708,62.395
1,2026-07-29,CAT320-042,OP-102,clear,grading,firm,working,1402.652,17.537,61.85,0.0,0.0,3.663,58.789
1,2026-07-29,CAT320-042,OP-102,clear,grading,firm,working,1560.36,19.281,63.311,0.0,0.0,4.147,56.75
1,2026-07-29,CAT320-042,OP-102,clear,grading,firm,working,1369.669,17.618,64.175,0.0,0.0,4.035,65.023
1,2026-07-29,CAT320-042,OP-102,clear,grading,firm,working,1505.722,18.833,65.462,0.0,0.0,4.149,58.74
1,2026-07-29,CAT320-042,OP-102,clear,grading,firm,working,1568.071,18.235,60.884,0.0,0.0,4.497,63.739
1,2026-07-29,CAT320-042,OP-102,clear,grading,firm,working,1470.118,18.292,60.674,0.0,0.0,4.043,65.978
1,2026-07-29,CAT320-042,OP-102,clear,grading,firm,working,1534.556,19.122,64.128,0.0,0.0,4.279,58.727
1,2026-07-29,CAT320-042,OP-102,clear,grading,firm,working,1552.809,20.03,65.819,2.586,0.0,4.696,61.933
1,2026-07-29,CAT320-042,OP-102,clear,grading,firm,working,1452.856,20.29,64.074,2.909,0.0,4.362,62.005
1,2026-07-29,CAT320-042,OP-102,clear,grading,firm,working,1486.371,19.872,64.814,0.0,0.0,4.032,67.039
1,2026-07-29,CAT320-042,OP-102,clear,grading,firm,working,1433.239,17.898,60.478,0.0,0.0,3.855,68.15
1,2026-07-29,CAT320-042,OP-102,clear,grading,firm,working,1448.23,16.778,58.598,0.0,0.0,4.233,61.953
1,2026-07-29,CAT320-042,OP-102,clear,grading,firm,idle,846.715,4.074,57.988,0.0,7.696,4.233,61.953
1,2026-07-29,CAT320-042,OP-102,clear,grading,firm,idle,856.537,3.808,57.66,0.0,4.976,4.233,61.953
1,2026-07-29,CAT320-042,OP-102,clear,grading,firm,idle,842.351,4.241,53.576,0.0,4.758,4.233,61.953
1,2026-07-29,CAT320-042,OP-102,clear,grading,firm,idle,792.358,4.374,58.786,0.0,5.002,4.233,61.953
1,2026-07-29,CAT320-042,OP-102,clear,grading,firm,idle,833.98,3.866,56.1,0.0,3.693,4.233,61.953
1,2026-07-29,CAT320-042,OP-102,clear,grading,firm,idle,857.328,4.378,58.373,0.0,5.904,4.233,61.953
1,2026-07-29,CAT320-042,OP-102,clear,grading,firm,idle,817.11,4.43,57.417,0.0,4.729,4.233,61.953
1,2026-07-29,CAT320-042,OP-102,clear,grading,firm,idle,833.25,4.789,59.801,0.0,5.911,4.233,61.953
1,2026-07-29,CAT320-042,OP-102,clear,grading,firm,idle,833.095,3.953,54.8,0.0,9.148,4.233,61.953
1,2026-07-29,CAT320-042,OP-102,clear,grading,firm,idle,792.41,3.55,56.518,0.0,5.9,4.233,61.953
1,2026-07-29,CAT320-042,OP-102,clear,grading,firm,idle,822.214,4.273,56.997,0.0,12.108,4.233,61.953
1,2026-07-29,CAT320-042,OP-102,clear,grading,firm,idle,782.625,4.314,58.7,0.0,5.942,4.233,61.953
1,2026-07-29,CAT320-042,OP-102,clear,grading,firm,idle,830.743,4.235,58.562,0.0,6.161,4.233,61.953
1,2026-07-29,CAT320-042,OP-102,clear,grading,firm,idle,763.574,4.055,57.09,0.0,3.808,4.233,61.953
1,2026-07-29,CAT320-042,OP-102,clear,grading,firm,idle,800.006,4.283,57.049,0.0,6.953,4.233,61.953
1,2026-07-30,CAT320-042,OP-102,rain,grading,soft,working,1460.645,17.246,62.675,0.0,0.0,3.94,79.316
1,2026-07-30,CAT320-042,OP-102,rain,grading,soft,working,1535.02,21.053,64.667,2.906,0.0,4.113,87.91
1,2026-07-30,CAT320-042,OP-102,rain,grading,soft,working,1518.011,19.399,60.173,0.0,0.0,3.857,70.507
1,2026-07-30,CAT320-042,OP-102,rain,grading,soft,working,1479.159,18.415,59.218,0.0,0.0,3.708,78.274
1,2026-07-30,CAT320-042,OP-102,rain,grading,soft,working,1504.374,18.602,59.299,0.0,0.0,4.357,76.563
1,2026-07-30,CAT320-042,OP-102,rain,grading,soft,working,1522.703,17.725,62.257,2.661,0.0,3.919,79.031
1,2026-07-30,CAT320-042,OP-102,rain,grading,soft,working,1367.833,17.196,61.028,0.0,0.0,4.255,85.95
1,2026-07-30,CAT320-042,OP-102,rain,grading,soft,working,1465.467,18.952,62.338,3.723,0.0,4.143,88.66
1,2026-07-30,CAT320-042,OP-102,rain,grading,soft,working,1444.858,17.146,63.368,0.0,0.0,4.542,85.933
1,2026-07-30,CAT320-042,OP-102,rain,grading,soft,working,1395.042,17.294,60.54,0.0,0.0,4.086,75.53
1,2026-07-30,CAT320-042,OP-102,rain,grading,soft,working,1445.17,18.106,59.699,0.0,0.0,4.061,78.271
1,2026-07-30,CAT320-042,OP-102,rain,grading,soft,working,1395.313,16.467,60.97,0.0,0.0,4.389,74.307
1,2026-07-30,CAT320-042,OP-102,rain,grading,soft,working,1393.192,18.679,59.37,0.0,0.0,3.912,72.313
1,2026-07-30,CAT320-042,OP-102,rain,grading,soft,working,1479.036,19.521,61.148,0.0,0.0,3.815,77.454
1,2026-07-30,CAT320-042,OP-102,rain,grading,soft,working,1382.345,17.517,63.833,2.907,0.0,3.956,83.044
1,2026-07-30,CAT320-042,OP-102,rain,grading,soft,working,1420.816,18.855,58.879,0.0,0.0,4.314,84.847
1,2026-07-30,CAT320-042,OP-102,rain,grading,soft,working,1554.673,21.114,62.455,0.0,0.0,4.499,72.053
1,2026-07-30,CAT320-042,OP-102,rain,grading,soft,working,1578.156,20.535,59.686,0.0,0.0,4.36,71.947
1,2026-07-30,CAT320-042,OP-102,rain,grading,soft,working,1422.253,18.285,58.268,2.484,0.0,4.164,81.724
1,2026-07-30,CAT320-042,OP-102,rain,grading,soft,working,1519.286,18.27,60.336,0.0,0.0,3.749,76.739
1,2026-07-30,CAT320-042,OP-102,rain,grading,soft,working,1513.553,17.189,60.489,3.14,0.0,3.854,79.011
1,2026-07-30,CAT320-042,OP-102,rain,grading,soft,working,1436.885,18.535,57.979,0.0,0.0,4.559,77.345
1,2026-07-30,CAT320-042,OP-102,rain,grading,soft,working,1483.357,18.823,60.631,0.0,0.0,4.175,88.5
1,2026-07-30,CAT320-042,OP-102,rain,grading,soft,working,1356.249,16.335,62.902,0.0,0.0,4.074,79.095
1,2026-07-30,CAT320-042,OP-102,rain,grading,soft,working,1466.367,20.349,62.901,0.0,0.0,4.193,77.593
1,2026-07-30,CAT320-042,OP-102,rain,grading,soft,working,1418.872,17.739,58.493,0.0,0.0,4.498,86.212
1,2026-07-30,CAT320-042,OP-102,rain,grading,soft,working,1537.476,17.215,59.84,3.668,0.0,4.55,78.512
1,2026-07-30,CAT320-042,OP-102,rain,grading,soft,working,1512.716,20.21,60.038,0.0,0.0,4.392,81.84
1,2026-07-30,CAT320-042,OP-102,rain,grading,soft,working,1342.104,15.976,57.533,0.0,0.0,4.312,83.901
1,2026-07-30,CAT320-042,OP-102,rain,grading,soft,working,1469.988,18.83,60.68,2.575,0.0,3.575,75.849
1,2026-07-30,CAT320-042,OP-102,rain,grading,soft,working,1430.338,18.793,62.032,0.0,0.0,3.934,74.676
1,2026-07-30,CAT320-042,OP-102,rain,grading,soft,working,1503.396,19.583,59.403,0.0,0.0,4.023,73.665
1,2026-07-30,CAT320-042,OP-102,rain,grading,soft,working,1440.954,16.411,63.344,0.0,0.0,4.322,81.015
1,2026-07-30,CAT320-042,OP-102,rain,grading,soft,working,1462.514,17.397,61.144,3.499,0.0,4.063,77.335
1,2026-07-30,CAT320-042,OP-102,rain,grading,soft,working,1460.954,18.988,64.589,0.0,0.0,3.936,80.095
1,2026-07-30,CAT320-042,OP-102,rain,grading,soft,working,1431.561,16.603,59.637,0.0,0.0,4.089,83.398
1,2026-07-30,CAT320-042,OP-102,rain,grading,soft,working,1453.774,17.114,61.985,0.0,0.0,4.79,78.84
1,2026-07-30,CAT320-042,OP-102,rain,grading,soft,working,1373.685,15.797,60.176,0.0,0.0,4.417,71.113
1,2026-07-30,CAT320-042,OP-102,rain,grading,soft,working,1459.363,20.319,59.603,0.0,0.0,4.494,74.342
1,2026-07-30,CAT320-042,OP-102,rain,grading,soft,working,1461.314,17.922,57.876,3.448,0.0,4.113,79.442
1,2026-07-30,CAT320-042,OP-102,rain,grading,soft,working,1409.135,20.438,58.302,0.0,0.0,4.275,81.968
1,2026-07-30,CAT320-042,OP-102,rain,grading,soft,working,1455.972,18.666,63.181,0.0,0.0,4.473,74.266
1,2026-07-30,CAT320-042,OP-102,rain,grading,soft,idle,802.416,4.39,55.854,0.0,4.876,4.473,74.266
1,2026-07-30,CAT320-042,OP-102,rain,grading,soft,idle,755.329,4.526,55.842,0.0,9.616,4.473,74.266
1,2026-07-30,CAT320-042,OP-102,rain,grading,soft,idle,794.276,3.907,53.342,0.0,4.86,4.473,74.266
1,2026-07-30,CAT320-042,OP-102,rain,grading,soft,idle,818.87,4.087,54.983,0.0,9.329,4.473,74.266
1,2026-07-30,CAT320-042,OP-102,rain,grading,soft,idle,840.214,4.175,54.488,0.0,6.526,4.473,74.266
1,2026-07-30,CAT320-042,OP-102,rain,grading,soft,idle,816.974,4.133,53.677,0.0,4.135,4.473,74.266
1,2026-07-30,CAT320-042,OP-102,rain,grading,soft,idle,854.882,4.451,55.438,0.0,4.848,4.473,74.266
1,2026-07-30,CAT320-042,OP-102,rain,grading,soft,idle,821.952,4.577,54.866,0.0,8.12,4.473,74.266
1,2026-07-30,CAT320-042,OP-102,rain,grading,soft,idle,834.309,4.077,52.578,0.0,8.852,4.473,74.266
1,2026-07-30,CAT320-042,OP-102,rain,grading,soft,idle,822.67,3.81,54.479,0.0,5.657,4.473,74.266
1,2026-07-30,CAT320-042,OP-102,rain,grading,soft,idle,826.482,3.744,54.865,0.0,4.406,4.473,74.266
1,2026-07-30,CAT320-042,OP-102,rain,grading,soft,idle,846.914,4.174,57.891,0.0,10.391,4.473,74.266
1,2026-07-31,CAT320-042,OP-102,clear,grading,firm,working,1557.764,20.671,61.953,3.393,0.0,4.08,62.598
1,2026-07-31,CAT320-042,OP-102,clear,grading,firm,working,1600.064,20.057,63.942,0.0,0.0,4.719,61.352
1,2026-07-31,CAT320-042,OP-102,clear,grading,firm,working,1453.264,16.091,61.368,0.0,0.0,4.135,57.969
1,2026-07-31,CAT320-042,OP-102,clear,grading,firm,working,1464.578,18.731,61.909,0.0,0.0,3.527,60.639
1,2026-07-31,CAT320-042,OP-102,clear,grading,firm,working,1466.001,16.408,62.779,0.0,0.0,4.7,63.979
1,2026-07-31,CAT320-042,OP-102,clear,grading,firm,working,1470.09,18.504,66.905,0.0,0.0,4.338,67.021
1,2026-07-31,CAT320-042,OP-102,clear,grading,firm,working,1446.529,19.556,58.201,0.0,0.0,4.302,58.472
